Symbol,Company Name,Price,Market Cap (in M),P/E Ratio,Beta,Volume 52 weeks,Volume 1 month,52 Weeks High,52 Weeks Low,Exchange,Performance (52 weeks),Country,Chiffre d'affaires,Résultat net,Sector,Industry,Price 52 Weeks Ago,Currency,Total assets,EPS Annual,Dividend Per Share Annual,EBITDA CAGR (5y),EBITDA,ROI Annual,Ratio Debt/Equity (Annual),Dividend Yield Indicated Annual
NAAS,NaaS Technology Inc,4.61,58.57126,,0.0058658263,700777.7777777778,6752660.869565218,146.6,1.42,NASDAQ,-0.9656570275589024,CN,423232000.0,-1225463040.0,Consumer Cyclical,Specialty Retail,133.0,CNY,5879310.0,-0.5783,,,-879104512.0,-588.33,1.1832,
FVCB,FVCBankcorp Inc,10.91,196.21464500451663,51.3382,0.89780766,26534.52380952381,32669.565217391304,15.385,9.785,NASDAQ,-0.185976039868992,US,44611000.0,4463000.0,Financial Services,Banks - Regional,13.395000457763672,USD,18186100.0,0.2096,,-19.43,,1.61,0.0904,
CATY,Cathay General Bancorp,40.55,2952.5840440027087,8.3377,0.89452463,397342.0634920635,376500.0,45.88,32.08,NASDAQ,0.1388797645033015,US,735206976.0,303160992.0,Financial Services,Banks - Regional,35.61785125732422,USD,72170400.0,4.8602,1.3543,3.61,,12.33,0.0493,3.3489287
SMCI,Super Micro Computer Inc,508.76,29791.218403772604,24.6586,3.5019743,6280734.523809524,6839760.869565218,1229.0,226.59,NASDAQ,1.0034173210126522,US,14942854144.0,1208148992.0,Technology,Computer Hardware,254.42999267578125,USD,58556500.0,20.0639,,60.65,1304590720.0,15.81,0.3975,
LMB,Limbach Holdings Inc,59.31,668.60762468082,32.2158,1.6154819,184768.6507936508,216565.21739130435,66.61,26.93,NASDAQ,0.8111767412682478,US,511670016.0,25990000.0,Industrials,Building Products & Equipment,32.79999923706055,USD,11273100.0,1.757,0.0,71.25,45866000.0,14.49,0.1845,
LAKE,Lakeland Industries Inc,22.99,170.03107539432315,31.3364,0.7228668,30662.301587301587,30352.17391304348,24.8,13.63,NASDAQ,0.5998426228593252,US,132297000.0,5758000.0,Consumer Cyclical,Apparel Manufacturing,14.388675689697266,USD,7395870.0,0.7197,0.1238,21.54,7525000.0,4.36,0.0083,0.52401745
BANR,Banner Corp,53.61,1847.204654753249,10.0597,0.6891937,190298.8095238096,222804.3478260869,61.77,39.31,NASDAQ,0.1927508296568441,US,593742016.0,165832000.0,Financial Services,Banks - Regional,44.96823120117188,USD,34456300.0,5.3301,1.9537,6.32,,9.2,0.207,3.5647974
TWST,Twist Bioscience Corp,43.97,2576.024574847644,,4.2072597,1073616.6666666667,1149808.6956521738,60.88,14.43,NASDAQ,0.9745421217714962,US,295209984.0,-220314000.0,Healthcare,Diagnostics & Research,22.309999465942383,USD,58586000.0,-3.5958,,,-156666000.0,-32.82,0.0,
DFLI,Dragonfly Energy Holdings Corp,0.6477,39.60615453358742,,-0.9469579,674689.6825396825,584282.6086956522,2.5,0.425,NASDAQ,-0.6997355464755997,US,58106000.0,-28959000.0,Industrials,Electrical Equipment & Parts,2.150000095367432,USD,61148900.0,-0.2618,,,-22104000.0,-28.97,0.7088,
CARV,Carver Bancorp Inc,1.94,9.884199517948716,,1.4074463,34707.142857142855,67639.13043478261,2.94,1.17,NASDAQ,-0.2457191321105019,US,29201000.0,-2977000.0,Financial Services,Banks - Regional,2.569999933242798,USD,5140870.0,-0.6143,0.0,,,-7.02,0.0025,
AREB,American Rebel Holdings Inc,0.4451,2.6472956085732844,,2.534476,2892053.1746031744,6102365.217391305,2.17,0.219,NASDAQ,-0.6737233156222759,US,15870048.0,-13575007.0,Consumer Cyclical,Footwear & Accessories,1.3600000143051147,USD,8179790.0,-3.812,,,-9897506.0,-106.2,0.4941,
OCUP,Ocuphire Pharma Inc,1.67,43.29334393678161,,1.0596203,207898.4126984127,156095.65217391303,4.46,1.5,NASDAQ,-0.6052719320217337,US,19011000.0,-11301000.0,Healthcare,Biotechnology,4.21999979019165,USD,25924200.0,-0.4625,,,-12133500.0,-20.01,0.0,
PINC,Premier Inc,19.98,2094.3093145804514,11.9675,0.31921232,1487948.4126984128,801230.4347826086,27.37,17.955,NASDAQ,-0.2273039128042715,US,1336456960.0,80331000.0,Healthcare,Health Information Services,25.839252471923828,USD,104820000.0,1.4595,0.8445,-12.39,427272000.0,6.36,0.1793,4.210526
ZJYL,Jin Medical International Ltd,3.16,494.6888086615776,171.8863,2.412167,1375419.8412698412,245826.08695652173,25.49,0.43,NASDAQ,4.963374487863308,CN,20125184.0,2905977.0,Healthcare,Medical Instruments & Supplies,0.5325000286102295,USD,156547008.0,0.0198,,-5.95,2556525.0,10.24,0.1715,
HGBL,Heritage Global Inc,1.92,71.69506909090907,5.7471,0.49699152,101571.42857142857,62608.69565217391,3.77,1.69,NASDAQ,-0.3989580323803346,US,56094000.0,11445000.0,Financial Services,Capital Markets,3.190000057220459,USD,37341200.0,0.3319,0.0,24.8,12049000.0,18.26,0.1183,
CVII,Churchill Capital Corp VII,11.0,1007.206925531915,61.471,0.009198173,284922.61904761905,605578.2608695652,11.03,10.255,NASDAQ,0.0588762130316311,US,,4035987.0,Financial Services,Shell Companies,10.390000343322754,USD,57064300.0,0.1339,,,,2.8400000000000003,0.0141,
ZVRA,Zevra Therapeutics Inc,6.61,276.65158222733425,,0.8047422,319343.253968254,1304691.3043478262,8.4399,3.9,NASDAQ,0.2719920307311414,US,27710000.0,-49454000.0,Healthcare,Biotechnology,5.199999809265137,USD,41853500.0,-1.2989,,,-54770000.0,-44.01,0.6913,
CGNT,Cognyte Software Ltd,7.2,513.1118889795919,,2.0720253,322313.49206349207,202743.4782608696,8.7,4.005,NASDAQ,0.3912193701400579,IL,322852000.0,-11934000.0,Technology,Software - Infrastructure,5.179999828338623,USD,71894096.0,-0.2222,0.0,,-2096000.0,-7.870000000000001,0.0,
IFRX,InflaRx NV,1.38,81.25892001492537,,0.98521125,237096.4285714285,57434.782608695656,4.3,1.14,NASDAQ,-0.6359298630701578,DE,99126.0,-41240932.0,Healthcare,Biotechnology,3.7799999713897705,EUR,58883300.0,-0.7766,,,-38997320.0,-41.13,0.0113,
ARBB,ARB IOT Group Ltd,0.28,7.402498751337853,0.2692,-0.55656254,550725.0,96078.26086956522,4.55,0.27,NASDAQ,-0.8734460156395466,SG,150233648.0,-28012512.0,Technology,Information Technology Services,2.200000047683716,MYR,26437500.0,1.0456,,,-7849427.0,8.62,0.0006,
EA,Electronic Arts Inc,146.6,38731.71396728336,30.4255,0.5776448,2084121.031746032,2618265.217391304,153.505,117.5,NASDAQ,0.2071984298724301,US,7297999872.0,1151000064.0,Communication Services,Electronic Gaming & Multimedia,121.50086212158205,USD,264200000.0,4.6801,0.7607,9.57,1796999936.0,13.55,0.2505,0.5169365
AIEV,Thunder Power Holdings Inc,0.5,2.80371144278607,,0.45271719,200032.53968253967,308508.6956521739,3.98,0.4299,NASDAQ,-0.9534006253489504,US,,,Consumer Cyclical,Auto Manufacturers,10.640000343322754,USD,46750800.0,-0.0396,,,,-362.19,0.0,
PKOH,Park Ohio Holdings Corp,28.05,366.6347601670259,47.0045,0.53935206,32509.52380952381,38826.086956521736,31.59,17.42,NASDAQ,0.5667869097841896,US,1658300032.0,42300000.0,Industrials,Specialty Industrial Machinery,17.92491912841797,USD,13070800.0,0.624,0.5721,-3.64,131600000.0,0.84,2.2924,1.795977
PLBY,Plby Group Inc,0.6077,44.24548192485477,,1.9631227,546272.619047619,404456.5217391304,1.65,0.43,NASDAQ,-0.6139379404622574,US,125850000.0,-48904000.0,Consumer Cyclical,Leisure,1.5700000524520874,USD,72808096.0,-2.5297,,,-6127000.0,-76.35,4.1492,
PKBK,Parke Bancorp Inc,18.4,220.38412810400865,7.7431,0.7607395,25548.01587301588,22678.260869565216,20.87,15.16,NASDAQ,0.0101560739534263,US,64606000.0,21785000.0,Financial Services,Banks - Regional,18.215511322021484,USD,11962800.0,2.3451,0.7234,2.45,,8.690000000000001,0.1516,3.9003253
NAMS,NewAmsterdam Pharma Company NV,,1565.367061448847,,3.3782156,191316.26984126985,385460.8695652174,25.98,5.82,NASDAQ,,NL,7424000.0,-229402000.0,Healthcare,Biotechnology,10.890000343322754,USD,90015400.0,-2.1535,,,-208628000.0,-61.34,0.0002,
NISN,Nisun International Enterprise Development Group Co Ltd,10.25,41.18035638297872,2.3428,1.391726,114015.47619047618,500460.8695652174,15.7174,2.16,NASDAQ,2.264532730933272,CN,386670912.0,17577738.0,Financial Services,Credit Services,3.150000095367432,USD,3952200.0,4.4571,,,26530976.0,8.76,0.0099,
PIK,Kidpik Corp,2.26,4.410705236051502,,-0.9329562,341711.5873015873,60234.782608695656,10.7,1.55,NASDAQ,-0.2716004155999748,US,12450551.0,-9724681.0,Consumer Cyclical,Internet Retail,3.0999999046325684,USD,1951640.0,-6.0402,,,-6776860.0,-524.96,0.8197,
TTEC,TTEC Holdings Inc,4.51,214.48279873938225,25.4488,0.9489881,360869.0476190476,434656.5217391304,30.32,3.7101,NASDAQ,-0.8414917649414855,US,2339859968.0,-313273984.0,Technology,Information Technology Services,28.30955696105957,USD,47723900.0,0.1777,1.0405,6.51,194495008.0,0.53,1.6688,11.196911
SNFCA,Security National Financial Corp,7.7,184.77450576576567,12.7474,1.169361,43702.38095238096,32352.17391304348,9.29,6.19,NASDAQ,-0.0676530186699808,US,320184960.0,20729408.0,Financial Services,Mortgage Finance,8.257143020629883,USD,21060700.0,0.6087,,-7.29,38408416.0,3.46,0.3373,
VECO,Veeco Instruments Inc,36.48,2071.510722035146,,2.1634698,567200.7936507936,1017152.1739130436,49.25,23.64,NASDAQ,0.2174673901423367,US,701652992.0,83009000.0,Technology,Semiconductor Equipment & Materials,29.979999542236328,USD,56784800.0,-0.5648,,,110752000.0,-3.2099999999999995,0.4089,
IEP,Icahn Enterprises LP,16.1,7654.953939748586,,0.6084338,732855.9523809524,607434.7826086957,25.65,15.0,NASDAQ,-0.2053524248726793,US,10275999744.0,-504000000.0,Energy,Oil & Gas Refining & Marketing,20.24779891967773,USD,475463008.0,-1.7539,0.7841,,435000000.0,-6.43,2.2466,25.14142
SYTA,Siyata Mobile Inc,3.15,2.527588269230769,,3.3849282,59551.707509881424,281118.0869565217,641.34,2.97,NASDAQ,-0.993149726128794,CA,8788543.0,-10850815.0,Technology,Communication Equipment,453.6000061035156,USD,802413.0,-1018.2512,,,-10383980.0,-123.9,0.0752,
ASNS,Actelis Networks Inc,1.29,7.761060023999999,,3.1241899,1387870.238095238,1919791.3043478264,4.6,0.407,NASDAQ,-0.078778533834908,US,4484000.0,-6377000.0,Technology,Communication Equipment,1.399999976158142,USD,6016330.0,-2.6054,,,-7347000.0,-128.89,11.5696,
TRVI,Trevi Therapeutics Inc,2.86,201.44437374285712,,0.48702866,252070.2380952381,208695.65217391303,4.0,0.9712,NASDAQ,0.2022872897506187,US,,-38773000.0,Healthcare,Biotechnology,2.380000114440918,USD,70435104.0,-0.2935,,,-43030000.0,-35.15,0.0019,
HALO,Halozyme Therapeutics Inc,55.2,6992.641142357694,24.8324,1.0357953,1116580.9523809524,1232939.1304347827,57.085,32.83,NASDAQ,0.2625203464130072,US,873304000.0,337292992.0,Healthcare,Biotechnology,43.75,USD,126678000.0,2.0984,,,480799008.0,17.79,17.8891,
GLDD,Great Lakes Dredge & Dock Corp,8.73,586.5592537676769,42.1803,0.65176445,380396.4285714286,467326.0869565217,9.9299,6.115,NASDAQ,-0.0068446224991551,US,667660032.0,44101000.0,Industrials,Engineering & Construction,8.789999961853027,USD,67188896.0,0.2077,0.0,-6.2,104518000.0,1.7399999999999998,1.0783,
UHG,United Homes Group Inc,5.71,276.2159969916108,2.2087,1.3410999,25590.079365079364,23717.391304347828,9.73,5.09,NASDAQ,-0.3329040439459071,US,414814048.0,137780112.0,Consumer Cyclical,Residential Construction,8.550000190734863,USD,11400200.0,2.2425,,,8901466.0,38.65,2.0475,
SLNO,Soleno Therapeutics Inc,45.91,1784.594928894188,,-2.7189097,580953.5714285715,358373.9130434783,53.82,3.69,NASDAQ,8.725687571082902,US,,-65409000.0,Healthcare,Biotechnology,4.75,USD,38871600.0,-2.364,,,-66532000.0,-24.75,0.0,
TW,Tradeweb Markets Inc,115.4,27269.34700435911,74.738,0.25607574,894883.7301587302,841052.1739130435,115.475,78.76,NASDAQ,0.4198166431947268,US,1510702976.0,432903008.0,Financial Services,Capital Markets,81.35619354248047,USD,116293000.0,1.7157,0.3236,21.33,,6.76,0.004,0.35310733
VFF,Village Farms International Inc,0.9641,107.29486480647056,,1.0261182,722559.9206349206,424569.5652173913,1.61,0.58,NASDAQ,0.1346278212584564,CA,299024000.0,-28014000.0,Consumer Defensive,Farm Products,0.8500000238418579,USD,111290000.0,-0.2925,,,4654000.0,-8.59,0.1636,
PGEN,Precigen Inc,1.1,277.6616578740158,,2.0142035,1235831.349206349,1420778.2608695652,1.925,0.8354,NASDAQ,-0.2863742302559124,US,5439000.0,-96908000.0,Healthcare,Biotechnology,1.5399999618530271,USD,252420000.0,-0.3922,,,-83303000.0,-80.93,0.0,
RPD,Rapid7 Inc,36.16,2268.4671654152835,,1.4096781,865431.3492063492,877895.6521739131,61.845,32.945,NASDAQ,-0.2902544330629087,US,817203008.0,-46110000.0,Technology,Software - Infrastructure,50.900001525878906,USD,62734200.0,-2.4567,,,83951000.0,-21.95,5.2951,
ITOS,Iteos Therapeutics Inc,14.71,531.3681816868113,,2.2838943,404813.49206349207,270391.3043478261,18.75,8.2,NASDAQ,0.221415990585668,US,,-135307008.0,Healthcare,Biotechnology,12.050000190734863,USD,36521800.0,-3.1496,,,-168436992.0,-19.58,0.0,
FTNT,Fortinet Inc,69.69,53238.83863958823,46.3834,0.5389492,6147390.873015873,6479243.478260869,73.91,44.15,NASDAQ,0.1682254208732485,US,5537299968.0,1312899968.0,Technology,Software - Infrastructure,59.68000030517578,USD,764908032.0,1.4562,,37.15,1558700032.0,34.28,1.2644,
FGBI,First Guaranty Bancshares Inc,10.32,129.04868034174757,13.9981,0.011248504,10438.888888888889,11947.826086956522,13.32,8.3941,NASDAQ,-0.0714213416607653,US,95588000.0,10257000.0,Financial Services,Banks - Regional,11.11150360107422,USD,12504700.0,0.8257,0.8369,-5.38,,2.88,0.282,6.213592
VIAV,Viavi Solutions Inc,7.3,1629.6378095801529,63.9074,1.3337784,1927295.634920635,1591860.8695652173,11.32,6.61,NASDAQ,-0.2994345604783707,US,1000400000.0,-25800000.0,Technology,Communication Equipment,10.40999984741211,USD,223238000.0,0.1125,,37.51,93733320.0,1.78,1.0738,
RFAIU,RF Acquisition Corp II,10.15,151.03,,,230706.8965517241,9521.739130434782,10.2,10.04,NASDAQ,,SG,,,,,,USD,,,,,,,,
STKS,One Group Hospitality Inc,3.57,111.18959922,23.5671,0.8894568,124612.69841269842,99134.78260869563,7.17,3.25,NASDAQ,-0.4797643414721396,US,424308992.0,-11992000.0,Consumer Cyclical,Restaurants,6.849999904632568,USD,31145500.0,0.1461,,24.33,39163000.0,3.32,1.0522,
TSHA,Taysha Gene Therapies Inc,2.09,420.88291514761903,,0.73309755,3298945.238095238,1453560.8695652173,4.31,0.6901,NASDAQ,1.836235079384705,US,14156000.0,-118005000.0,Healthcare,Biotechnology,0.7390000224113464,USD,201379008.0,-0.9608,,,-77780000.0,-96.34,0.5453,
CRVS,Corvus Pharmaceuticals Inc,3.97,248.32857916713093,,1.4627026,238955.1587301588,310808.6956521739,4.04,1.05,NASDAQ,0.7751101022963511,US,,-22616000.0,Healthcare,Biotechnology,2.240000009536743,USD,62551300.0,-0.5628,,,-23273000.0,-69.87,0.0,
CPSS,Consumer Portfolio Services Inc,8.23,173.00573266510543,3.8155,0.4721861,27411.904761904763,44760.86956521739,12.02,7.03,NASDAQ,-0.232833432687713,US,188443008.0,26828000.0,Financial Services,Credit Services,10.720000267028809,USD,21327100.0,1.798,,20.45,,1.6,9.3445,
FTII,Futuretech II Acquisition Corp,11.04,64.35779,22.1047,-0.03366071,18606.349206349205,139.1304347826087,12.2,10.74,NASDAQ,0.0260946975502232,US,,2233790.0,Financial Services,Shell Companies,10.760000228881836,USD,2954510.0,0.2275,,,,5.09,0.0,
VTNR,Vertex Energy Inc,0.42,39.27602369569736,,-0.010186519,2503577.777777778,2225213.0434782607,5.4,0.4,NASDAQ,-0.915381771068698,US,3181370880.0,-146940000.0,Energy,Oil & Gas Refining & Marketing,4.929999828338623,USD,93514304.0,-0.8352,,,-23787000.0,-15.81,1.3023,
POET,POET Technologies Inc,2.5,162.56498641304347,,-0.18108578,448567.0634920635,783217.3913043478,4.36,0.72,NASDAQ,-0.3758064909358747,CA,293651.0,-20710256.0,Technology,Semiconductors,4.0,USD,65026000.0,-0.5054,,,-18394746.0,-370.27,0.11,
PLXS,Plexus Corp,118.78,3233.926092417976,23.2489,0.6903249,123733.33333333331,151456.52173913043,132.46,87.205,NASDAQ,0.2331211371957191,US,3934204928.0,110855000.0,Technology,Electronic Components,96.37999725341795,USD,27226200.0,4.9502,0.0,9.82,264252000.0,8.450000000000001,0.355,
EXEL,Exelixis Inc,26.97,7693.238613041957,37.0286,0.5050995,2135255.9523809524,1900991.3043478264,27.53,18.64,NASDAQ,0.2540302339922418,US,2013976064.0,349992000.0,Healthcare,Biotechnology,21.520000457763672,USD,285252000.0,0.6463,,-12.27,429380000.0,9.18,0.0,
MIRA,Mira Pharmaceuticals Inc,2.1,31.0398820754717,,-2.6352017,1486916.8,13166730.43478261,7.05,0.51,NASDAQ,,US,,-12359070.0,Healthcare,Drug Manufacturers - General,,USD,14780900.0,-0.8107,,,,-273.92,0.0,
INTU,Intuit Inc,630.2,176170.51618015426,73.897,1.4579699,1352017.857142857,1272682.608695652,675.45,473.88,NASDAQ,0.2745461890345111,US,15813000192.0,3072000000.0,Technology,Software - Application,494.77923583984375,USD,279547008.0,8.424,3.1637,18.12,4423000064.0,10.19,0.3544,0.57496965
QSG,QuantaSing Group Ltd,1.69,90.538089,,2.051915,154619.84126984127,37060.86956521739,8.3582,1.405,NASDAQ,-0.7896503646192591,CN,3623595008.0,241724992.0,Consumer Defensive,Education & Training Services,8.0,CNY,39865000.0,-1.0443,,,187558256.0,-48.5,0.0,
NERV,Minerva Neurosciences Inc,2.88,20.14100854054054,,2.854433,50588.88888888889,23173.91304347826,13.49,2.28,NASDAQ,-0.6903165568655564,US,,-31603746.0,Healthcare,Biotechnology,9.270000457763672,USD,6993410.0,-4.6117,,,-24447580.0,-623.87,0.0,
REKR,Rekor Systems Inc,1.45,128.31297466666666,,1.5619973,1139976.984126984,871095.6521739131,4.15,1.28,NASDAQ,-0.4495703387250268,US,38526000.0,-51617000.0,Technology,Software - Infrastructure,2.630000114440918,USD,88491696.0,-0.7232,0.0,,-33875000.0,-74.9,0.8277,
FONR,Fonar Corp,16.79,108.0403735627962,11.4937,0.94840425,18794.84126984127,12395.652173913044,24.05,12.17,NASDAQ,-0.0011930028185793,US,102717104.0,10461110.0,Healthcare,Diagnostics & Research,16.809999465942383,USD,6328290.0,1.3429,0.0,-4.1,22411396.0,5.92,0.0063,
REGN,Regeneron Pharmaceuticals Inc,1131.24,124682.30767298568,31.5364,0.5866918,479526.5873015873,457547.8260869565,1132.9999,769.19,NASDAQ,0.403172824094705,US,13489099776.0,4321699840.0,Healthcare,Biotechnology,806.9500122070312,USD,108417000.0,34.7722,,10.6,4519099904.0,13.79,0.1041,
MDBH,MDB Capital Holdings LLC,9.84,91.46901372136224,,-0.62037593,13744.843049327354,22430.434782608696,21.5,7.06,NASDAQ,,US,5217647.0,-12310494.0,Financial Services,Capital Markets,,USD,4295630.0,-0.8604,,,,-18.68,0.0,
DYCQ,DT Cloud Acquisition Corp,10.23,91.6914850024426,,-0.024094608,52674.69879518072,28921.739130434784,10.3,10.07,NASDAQ,,GB,,785727.0,Financial Services,Shell Companies,,USD,8963000.0,-0.0582,,,,,,
FFIV,F5 Inc,192.0,11190.614862888831,28.3378,0.65176076,487522.2222222223,618495.6521739131,205.91,145.57,NASDAQ,0.2228252032844504,US,2776420096.0,553616000.0,Technology,Software - Infrastructure,157.10000610351562,USD,58284400.0,6.5489,,-1.64,761553024.0,14.099999999999998,0.0,
CRML,Critical Metals Corp,9.63,791.972484,,3.5171096,36417.46031746032,24913.043478260868,22.5,5.3241,NASDAQ,-0.1061244095762969,AU,,-6901184.0,Basic Materials,Other Industrial Metals & Mining,10.770000457763672,USD,90640096.0,-0.0656,,,-446700.0,-16.85,0.0,
APGE,Apogee Therapeutics Inc,40.5,2367.469212190287,,1.9897794,457220.2380952381,430030.4347826087,72.18,14.22,NASDAQ,0.8721569458978011,US,,-103554000.0,Healthcare,Biotechnology,21.670000076293945,USD,42881200.0,-1.7374,,,,-22.11,0.0,
ITRN,Ituran Location and Control Ltd,26.21,527.0436896726645,10.9488,0.5335785,57825.0,72086.95652173914,31.0,24.02,NASDAQ,-0.0207902150629558,IL,325532000.0,49818000.0,Technology,Scientific & Technical Instruments,26.76494026184082,USD,19893600.0,2.4068,0.4922,-0.64,88533000.0,27.500000000000004,0.0034,5.9724345
PMVP,PMV Pharmaceuticals Inc,1.44,74.07862619178083,,4.256999,567244.0476190476,221878.2608695652,9.71,1.175,NASDAQ,-0.8395521688766393,US,,-65102000.0,Healthcare,Biotechnology,8.930000305175781,USD,51519800.0,-1.4362,,,-74750000.0,-30.56,0.0,
PEGY,Pineapple Energy Inc,1.01,7.3088164803921565,,1.577725,1909396.876984127,2229830.434782609,20.1,0.61,NASDAQ,-0.9456926207575872,US,70786480.0,-14460208.0,Technology,Solar,18.450000762939453,USD,7236450.0,-12.1539,14.4851,,-3814104.0,-22.83,0.743,
TARS,Tarsus Pharmaceuticals Inc,26.85,1014.438469866582,,1.8918145,640585.3174603175,836595.6521739131,42.5,12.66,NASDAQ,0.5983663348804102,US,83374000.0,-150071008.0,Healthcare,Biotechnology,16.81999969482422,USD,38041700.0,-4.6248,,,-155271008.0,-59.92,0.1514,
SSP,E W Scripps Co,2.37,202.3742239358108,,0.85803616,746789.6825396825,600117.3913043478,10.085,1.965,NASDAQ,-0.7651132055966885,US,2317391104.0,-310320992.0,Communication Services,Broadcasting,10.050000190734863,USD,73457200.0,-11.2475,0.5702,,393820992.0,-23.12,2.5451,
TCRT,Alaunos Therapeutics Inc,2.55,4.083192494217712,,2.166038,21162.99603174603,26145.217391304348,62.9,2.29,NASDAQ,-0.9578671567338228,US,6000.0,-26774000.0,Healthcare,Biotechnology,60.0,USD,1601250.0,-2.1969,,,-18942000.0,-557.16,0.0,
MPB,Mid Penn Bancorp Inc,25.93,432.938092395278,11.5768,0.5984577,33018.181818181816,39904.34782608696,29.84,18.66,NASDAQ,0.1950996391638819,US,169323008.0,45238000.0,Financial Services,Banks - Regional,21.70753288269043,USD,16580600.0,2.2871,0.7995,26.94,,4.49,0.5367,3.0464585
GDHG,Golden Heaven Group Holdings Ltd,0.1165,4.863875,0.7426,1.7267207,2917158.73015873,4377691.304347826,24.99,0.1015,NASDAQ,-0.9660514014596836,CN,25549904.0,1678386.0,Consumer Cyclical,Leisure,3.400000095367432,USD,186550000.0,0.1289,,,7598734.0,10.7,0.0023,
THCH,TH International Ltd,0.6499,107.83002958306452,,-0.27840203,220451.19047619047,66330.43478260869,2.635,0.5701,NASDAQ,-0.7528947756563984,CN,1586116224.0,-845411392.0,Consumer Cyclical,Restaurants,2.619999885559082,CNY,157996000.0,-5.683,,,-385489728.0,-84.42,7.0771,
OPEN,Opendoor Technologies Inc,1.66,1166.9875628809525,,3.0606837,18636126.587301586,27556082.60869565,4.89,1.6,NASDAQ,-0.5169989622778555,US,4542000128.0,-398000000.0,Real Estate,Real Estate Services,3.430000066757202,USD,703004992.0,-0.4185,,,-287000000.0,-7.91,2.5957,
TCRX,TScan Therapeutics Inc,5.92,312.9478317752066,,1.8336763,204905.9523809524,228404.3478260869,9.69,1.95,NASDAQ,1.8821328058169224,US,14812000.0,-96797000.0,Healthcare,Biotechnology,2.059999942779541,USD,48586200.0,-1.36,,,-96972000.0,-49.32,0.1992,
LNKB,LINKBANCORP Inc,6.25,233.4767292644757,,0.08364487,46390.87301587302,80052.17391304347,8.18,5.86,NASDAQ,-0.0583120559873041,US,68142000.0,-231000.0,Financial Services,Banks - Regional,6.635925769805908,USD,37356300.0,-0.6741,0.1864,,,-3.66,0.2338,4.6948357
SIDU,Sidus Space Inc,2.32,9.70071768510638,,-0.5430535,482686.3492063492,107917.39130434782,25.5,2.02,NASDAQ,-0.8481545904591001,US,4749313.0,-14942763.0,Industrials,Aerospace & Defense,15.199999809265137,USD,4081340.0,-23.1106,0.002,,-12753055.0,-122.08,0.6457,
XXII,22nd Century Group Inc,0.681,5.647204293294032,,0.9623192,492669.3333333333,145443.47826086957,44.96,0.5802,NASDAQ,-0.9846989558424196,US,19334000.0,-62887000.0,Consumer Defensive,Tobacco,44.0,USD,8292520.0,-108.7906,,,-36288000.0,-59.870000000000005,0.0407,
RAYA,Erayak Power Solution Group Inc,0.823,9.876,8.1037,0.30997676,86658.73015873016,22160.869565217392,1.65,0.44,NASDAQ,-0.4410275402883533,CN,20322498.0,1218714.0,Industrials,Electrical Equipment & Parts,1.4700000286102295,USD,30000000.0,0.1016,,,1134767.0,5.45,0.1073,
CTBI,Community Trust Bancorp Inc,45.51,820.3675038470052,10.517,0.27722314,49187.30158730159,75869.56521739131,52.22,33.48,NASDAQ,0.2293572200166858,US,223495008.0,77465000.0,Financial Services,Banks - Regional,37.0402946472168,USD,18052100.0,4.3578,1.7932,6.94,,7.829999999999999,0.4179,4.0798607
CRAI,CRA International Inc,153.75,1042.38042043283,27.0882,0.48421854,34501.98412698413,62600.0,186.7,82.08,NASDAQ,0.4743918232159965,US,652396032.0,40149000.0,Industrials,Consulting Services,104.39126586914062,USD,6779710.0,5.4062,1.5401,11.37,69263000.0,18.14,0.0,1.0701318
FINW,Finwise Bancorp,12.0,153.5226485404504,8.7928,0.23124453,18599.603174603173,17586.956521739132,14.98,8.31,NASDAQ,0.178154250230041,US,67148000.0,15241000.0,Financial Services,Banks - Regional,10.1899995803833,USD,13143600.0,1.3525,,,,11.25,0.0012,
ONMD,Onemednet Corp,1.06,25.28100995201336,,-1.0152811,2519194.047619048,894965.2173913043,13.51,0.42,NASDAQ,-0.9059681664680108,GB,1021651.0,-23205456.0,Healthcare,Health Information Services,11.199999809265137,USD,27448900.0,-0.9844,,,-8346267.0,-28.24,1.3788,
ANAB,AnaptysBio Inc,33.05,907.1998982866922,,1.2556431,295793.253968254,318765.2173913043,38.85,13.36,NASDAQ,0.7412021813234473,US,30473000.0,-170115008.0,Healthcare,Biotechnology,19.01000022888184,USD,27449300.0,-6.0771,,,-154410000.0,-185.71,0.0,
ATRO,Astronics Corp,18.97,663.9131950084122,,1.4985989,137376.9841269841,204569.5652173913,23.66,14.11,NASDAQ,0.1188584262060581,US,741401984.0,-11652000.0,Industrials,Aerospace & Defense,16.959999084472656,USD,29335900.0,-0.7981,,-24.94,24912000.0,-6.32,0.675,
AUGX,Augmedix Inc,2.27,111.7451624380531,,-1.5650481,563209.5238095238,1847082.608695652,6.25,0.7335,NASDAQ,-0.4931144761412842,US,48698000.0,-20431000.0,Healthcare,Health Information Services,4.46999979019165,USD,49226900.0,-0.4362,,,-18829000.0,-43.95,0.8706,
GILD,Gilead Sciences Inc,73.66,91769.5475315272,16.2023,0.3405405,6760571.825396826,6660373.913043479,87.86,62.07,NASDAQ,-0.0406359236120636,US,27804999680.0,1054000000.0,Healthcare,Drug Manufacturers - General,76.77130126953125,USD,1244989952.0,4.5024,3.0558,-1.78,13388999680.0,11.84,1.0943,4.074613
